360,None,-64.40112214,7.841496444,-75.95221202,10.722146500,-1
360,None,51.29471463,12.62769201,-44.86446771,4.761221031,-1
330,None,-51.53790763,20.10350979,-85.16298794,4.515921778,-1
330,None,-61.83942051,-49.49988002,-178.135775,8.196011407,-1
383,None,-108.0795881,-70.76676061,-138.1757851,4.341588419,-1
383,None,-113.1622011,35.11715185,-166.5081249,4.635624615,-1
383,None,-100.2598962,-60.33797935,-135.0709524,3.923712299,-1
377,None,-87.39262251,181.7454561,-508.5616381,13.180810870,-1
387,None,97.95579219,28.73484404,-133.4079455,12.167405400,-1
387,None,95.35113888,50.21460247,-139.266673,12.076177550,-1
105,None,53.27674099,66.29703219,-254.5379718,17.374412490,-1
610,None,-89.41960826,230.4681484,-614.3390574,7.599977230,-1
147,None,38.14941728,1.80271657,-70.90735161,7.047024057,-1
380,None,-90.00339918,-218.9498337,-205.0745819,4.651863660,-1
380,None,-86.57914744,-204.7481346,-203.6073358,6.385959004,-1
380,None,-68.26080546,-69.21122599,-196.1228776,7.186704876,-1
380,None,-73.17249303,-55.92625797,-183.7214311,14.797881280,-1
380,None,-73.66370598,-215.809667,-183.9092361,6.489388614,-1
199,None,72.28670656,76.90023946,-190.4589276,21.453728820,-1
199,None,23.49083071,-47.63390567,-172.2791417,8.785832848,-1
199,None,-47.40284557,-30.171209,-169.6239465,12.823119880,-1
653,None,-91.50114978,-5.251185287,-138.9674206,5.413366350,-1
816,None,97.23149359,-114.9186955,-134.8731105,4.997750194,-1
258,None,-103.0536882,-65.26580979,-118.3045242,4.286161529,-1
357,None,-84.393952,246.9323285,-508.1886279,23.571562310,-1
260,None,-95.29757514,189.2305976,-500.4365795,7.794843882,-1
260,None,-106.9376643,142.6213881,-553.7500925,11.475206090,-1
214,None,104.0876202,25.52198446,-140.171147,16.043230950,-1
237,None,56.58885682,-67.46153204,-77.34666348,3.270466947,-1
237,None,38.83601126,104.8736883,-72.04062367,6.409813214,-1
762,None,-31.90828695,27.18117285,-170.1513701,10.167653510,-1
762,None,65.99742568,108.8944115,-168.7229948,7.918815315,-1
762,None,-126.4570776,46.47158404,-203.9176616,7.023509324,-1
762,None,103.1762058,62.99828473,-152.2623412,5.210020858,-1
603,None,-44.74552511,15.74507375,-199.2057467,11.066297480,-1
278,None,-47.89877032,-10.22492024,-96.1136025,20.159983670,-1
489,None,73.79496797,69.55764009,-35.17353835,8.158102396,-1
676,None,-76.00397264,-74.92869851,-144.3113557,3.832603383,-1
